57328	3112	10730	3449
57343	3154	10932	9958
57348	3101	10932	2998
57355	3102	11022	3340
57358	3050	11058	2955
57359	3121	11044	3368
57363	3148	11150	1510
57378	3110	11234	658
57381	3137	11320	1163
57395	3134	11407	749
57399	3111	11501	593
57405	3030	10533	3550
57411	3047	10606	3097
57426	3041	10748	4545
57432	3046	10824	1867
57439	3017	10856	10741
57445	3036	10943	6092
57447	3017	10928	4571
57458	3012	11040	6199
57461	3042	11118	1331
57476	3021	11209	318
57482	3054	11357	255
57483	3040	11308	319
57493	3021	11420	735
57494	3036	11403	236
57502	2942	10542	3947
57503	2937	10507	3497
57512	2958	10617	2306
57516	2935	10628	2591
57517	2917	10615	2614
57520	2950	10704	3776
57523	2951	10744	2905
57536	2932	10847	6073
57545	2932	10925	5028
57554	2924	11010	3222
57562	2935	11122	1169
57573	2950	11254	300
57574	2922	11224	360
57581	2949	11327	274
57583	2955	11358	617
57584	2923	11305	530
57595	2936	11430	761
57598	2902	11435	1468
57604	2847	10523	3688
57606	2808	10650	9720
57608	2810	10526	3775
57612	2900	10639	4747
57614	2820	10613	11802
57625	2833	10727	6797
57633	2850	10846	6641
57642	2842	10938	3253
57647	2809	10911	4061
57649	2819	10944	2084
57655	2828	11024	1516
57662	2903	11141	350
57669	2823	11113	1283
57671	2851	11222	370
57673	2841	11253	532
57679	2812	11305	449
57682	2843	11334	1063
57687	2813	11255	680
57696	2824	11447	917
57707	2718	10517	15106
57710	2748	10624	8903
57712	2744	10657	9835
57718	2706	10644	10381
57722	2746	10728	7922
57729	2714	10753	6221
57731	2757	10815	4168
57741	2743	10911	2827
57745	2727	10941	2722
57749	2734	11000	2578
57752	2755	11036	2040
57758	2704	11035	3235
57761	2745	11118	2119
57766	2714	11128	2486
57774	2727	11210	1000
57776	2718	11242	12659
57779	2700	11321	1025
57780	2752	11310	746
57789	2708	11357	1945
57793	2748	11423	1313
57799	2703	11455	712
57803	2702	10601	12314
57805	2641	10546	13193
57806	2615	10554	14311
57816	2635	10644	12238
57825	2636	10759	7203
57827	2619	10732	9691
57832	2658	10840	6269
57839	2614	10909	5688
57840	2654	10912	4014
57841	2634	10940	3203
57845	2610	10947	3975
57853	2644	11038	3410
57857	2622	11019	4777
57860	2700	11117	2833
57866	2614	11137	1726
57872	2654	11236	1049
57874	2625	11224	1166
57889	2605	11357	8359
57894	2635	11410	8430
57896	2620	11430	1261
57902	2526	10511	13785
57906	2511	10605	5668
57907	2505	10454	12996
57910	2546	10605	11976
57912	2608	10638	9909
57916	2526	10646	4403
57922	2550	10733	10133
57926	2525	10753	4287
57932	2558	10832	2857
57947	2513	10924	1213
57957	2519	11018	1644
57958	2505	11019	1513
57965	2532	11136	1922
57972	2548	11302	1849
57974	2535	11222	2145
57993	2552	11500	1375
57996	2508	11419	1347
58005	3427	11540	501
58015	3427	11620	442
58026	3424	11801	257
58027	3417	11709	412
58034	3436	11819	362
58038	3405	11847	88
58040	3451	11908	53
58047	3418	11914	46
58102	3352	11546	377
58111	3358	11627	325
58118	3316	11631	260
58122	3338	11659	259
58130	3356	11757	238
58135	3329	11813	165
58138	3259	11831	408
58141	3338	11901	144
58143	3348	11951	48
58150	3346	12015	20
58158	3312	12029	31
58203	3252	11544	327
58208	3210	11537	429
58215	3233	11647	227
58221	3255	11724	219
58225	3232	11740	696
58236	3221	11815	335
58238	3156	11854	352
58241	3248	11927	54
58251	3251	12017	33
58252	3211	11928	273
58255	3222	12034	64
58259	3205	12059	48
58265	3204	12136	55
58311	3144	11630	741
58314	3124	11619	864
58319	3104	11657	854
58321	3147	11718	270
58326	3135	11750	309
58336	3142	11834	800
58338	3109	11835	171
58343	3153	11959	44
58345	3126	11929	77
58354	3137	12021	32
58356	3124	12100	32
58358	3104	12026	175
58362	3124	12127	55
58402	3044	11540	1238
58407	3014	11502	322
58414	3027	11618	710
58419	3006	11701	176
58424	3032	11703	198
58429	3058	11747	375
58436	3037	11859	873
58437	3008	11809	18404
58448	3013	11942	1176
58450	3052	12003	74
58457	3014	12010	417
58464	3037	12105	54
58467	3012	12116	45
58472	3044	12227	796
58477	3002	12206	357
58500	2951	11512	458
58506	2935	11559	11645
58507	2915	11507	1160
58519	2900	11641	401
58520	2951	11743	1420
58527	2918	11712	615
58531	2943	11817	1427
58543	2937	11901	1714
58549	2907	11939	626
58553	3003	12049	64
58556	2936	12049	1043
58557	2920	12005	900
58562	2947	12133	50
58569	2912	12157	1284
58600	2852	11522	789
58606	2836	11555	469
58608	2804	11533	304
58622	2857	11735	885
58626	2818	11713	512
58633	2900	11854	824
58634	2841	11815	1163
58637	2827	11759	1182
58646	2827	11955	597
58652	2852	12043	830
58665	2837	12125	46
58666	2827	12154	862
58667	2805	12116	959
58705	2720	11525	857
58715	2735	11639	808
58718	2713	11632	1115
58725	2720	11728	2180
58730	2746	11802	2221
58731	2755	11832	2769
58734	2720	11807	1969
58737	2703	11819	1549
58742	2807	11933	1630
58744	2727	11925	8159
58752	2747	12039	397
58754	2720	12012	362
58760	2750	12109	686
58806	2629	11601	2091
58813	2651	11620	1438
58818	2614	11638	3589
58820	2654	11710	3429
58834	2638	11810	1522
58837	2610	11809	1372
58843	2653	12001	568
58846	2640	11931	324
58847	2605	11917	840
58911	2551	11622	3100
58918	2503	11625	1980
58921	2558	11721	2060
58926	2518	11725	2053
58927	2503	11701	3760
58931	2543	11806	16535
58933	2655	11859	8695
58936	2522	11842	777
58944	2531	11947	324
59007	2404	10504	12496
59021	2433	10702	5094
59023	2442	10802	2602
59027	2408	10715	2549
59037	2356	10806	1708
59046	2421	10924	968
59058	2412	11031	1457
59065	2425	11132	1088
59072	2448	11222	1315
59082	2440	11336	1213
59087	2353	11331	972
59088	2411	11325	745
59092	2455	11449	2063
59096	2422	11429	2148
59097	2403	11412	1986
59102	2457	11539	3039
59107	2406	11515	992
59113	2444	11643	2269
59116	2420	11642	810
59117	2416	11606	878
59126	2430	11739	289
59133	2454	11855	218
59134	2429	11804	1394
59209	2325	10550	7941
59211	2354	10636	1735
59218	2308	10625	7399
59228	2319	10735	1088
59242	2345	10914	849
59254	2324	11005	425
59265	2329	11118	1148
59271	2338	11226	573
59278	2302	11227	410
59280	2343	11305	792
59287	2313	11329	707
59289	2258	11344	560
59293	2348	11444	708
59294	2320	11350	308
59298	2305	11425	223
59303	2355	11545	1359
59304	2338	11511	1768
59306	2327	11551	808
59310	2346	11611	453
59316	2324	11641	29
59317	2302	11618	144
59321	2347	11730	533
59324	2326	11702	72
59417	2220	10651	1288
59431	2238	10813	1216
59446	2225	10918	666
59453	2239	11010	818
59456	2221	11056	852
59462	2242	11136	600
59478	2215	11247	327
59485	2230	11324	337
59488	2217	11334	515
59493	2232	11400	630
59501	2248	11522	167
59626	2132	10758	219
59631	2147	10821	324
59632	2157	10837	48
59644	2127	10908	128
59647	2102	10906	552
59658	2109	11018	533
59663	2150	11158	899
59664	2132	11059	316
59673	2144	11246	215
59754	2020	11011	559
59758	2000	11015	635
59838	1906	10837	76
59845	1931	10935	1690
59849	1902	10950	2509
59855	1914	11028	240
59948	1813	10935	4194
59954	1830	11002	139
59981	1650	11220	47
